block,source,speaker_key,rows_dual_scored,rows_both_agree,rows_text_total,hours,hours_audio_lev,hours_both_agree,text_mean_prob,text_full_vote_frac,text_full_vote_lb,audio_mean_prob,audio_vote_frac,audio_vote_lb,audio_prob_sd,align_frac,align_lb,score_sum,score_product,score_sum_align,score_product_align,combined_vote_lb
val,masc_c,zZtR8YkiIkk,30,27,41,0.03689997222222223,0.03689997222222223,0.03482219444444445,0.959475330511729,0.8292682926829268,0.6873709004537023,0.9778180340925853,1.0,0.886482908609522,0.0805243310900773,0.9,0.7437855868473338,0.9686466823021571,0.9381922814413123,0.7204654410438328,0.6978138966274654,0.6093425551277442
val,masc_c,JJbWyNwTcpw,25,22,38,0.03037222222222222,0.026605555555555556,0.026605555555555556,0.9901985263824463,0.7368421052631579,0.5799084979362467,0.8943043995648623,0.88,0.7004380781662651,0.27671007841361434,0.88,0.7004380781662651,0.9422514629736543,0.8855388985864651,0.6599888038746181,0.6202651642673748,0.40618999380675014
val,masc_c,XU8hHnrpb4Q,22,19,36,0.030416666666666665,0.02815,0.026783333333333336,0.9661139737476002,0.6111111111111112,0.4486417029674348,0.9067346424986185,0.9090909090909091,0.7218461934161421,0.2575663097869723,0.8636363636363636,0.6666458812053,0.9364243081231094,0.8760090085989499,0.6242634080707936,0.5839877974812282,0.3238503054947783
val,masc_c,6mBjw08qVYg,26,22,42,0.025355527777777775,0.02173886111111111,0.02173886111111111,0.9761589329976302,0.6190476190476191,0.46813768219996377,0.8555261324374721,0.8461538461538461,0.6646841558168644,0.31600316438601017,0.8461538461538461,0.6646841558168644,0.9158425327175512,0.8351294765917521,0.6087460207205445,0.5550973311461685,0.31116370009914646
val,qasr,60645756-8728-4C8F-9BD8-65E139BFE7D3,280,205,427,0.34521113888888866,0.2951889166666667,0.2548555833333333,0.9413471543363162,0.7400468384074942,0.6964345936247087,0.8531178092912471,0.8607142857142858,0.8152564424799744,0.2998986259110193,0.7321428571428571,0.6773862301479873,0.8972324818137817,0.8030800220899476,0.6077729284221601,0.5439953486706719,0.5677727892184667
val,masc_c,zgPxPT5llDs,31,25,56,0.025016666666666663,0.02225,0.020672222222222224,0.979495890678898,0.8214285714285714,0.7015856902425105,0.9139359843346381,0.8709677419354839,0.7114724304561464,0.1907915268908732,0.8064516129032258,0.6371939644454012,0.946715937506768,0.8951965409993516,0.6032416814235821,0.5704138329171871,0.49915887621009203
val,qasr,E28D7397-1991-4847-8DDA-8452500CDB69,115,86,502,0.13549177777777782,0.12273900000000001,0.0996806666666667,0.923533891076627,0.25298804780876494,0.21693296794694122,0.899833708961808,0.9304347826086956,0.8687098549854324,0.2488695456854238,0.7478260869565218,0.6613282654375594,0.9116838000192176,0.8310269265594117,0.6029222660942319,0.5495815958734418,0.18845180712674678
val,masc_c,YpmcfdBo9QM,27,22,31,0.03348333333333333,0.030549999999999994,0.02810555555555555,0.9605841173066033,0.9032258064516129,0.7509971000182296,0.8949456978847997,0.8888888888888888,0.7194181745602704,0.2745378970995424,0.8148148148148148,0.6330094349480825,0.9277649075957015,0.8596706232400124,0.5872839399218149,0.5441796154586261,0.5402809627951716
val,qasr,685676B5-AABD-4A50-A9AF-3442E09F4176,137,101,303,0.1873862777777778,0.16659736111111118,0.1399306944444445,0.9017912841191257,0.46534653465346537,0.40996724289018105,0.8759809205560082,0.8759124087591241,0.8102535920218157,0.30588780555688017,0.7372262773722628,0.6577770435397968,0.8888861023375669,0.7899519592120564,0.5846888724392181,0.5196122642689767,0.3321774311630494
val,masc_c,4hD_JLhgGH8,23,19,68,0.016555583333333332,0.014805583333333332,0.013555583333333333,0.9338718108508898,0.45588235294117646,0.34304690695364476,0.9009037395615292,0.9130434782608695,0.7320359570190598,0.2496622841187369,0.8260869565217391,0.6286194521470434,0.9173877752062095,0.8413286066666638,0.5766878006565225,0.5288755277984335,0.25112267083423967
