[2026-06-27 14:40:05] progress=0.02% completed=256/1494127 ok=256 skipped=0 errors=0 rate=110.55 rows/s eta=3h45m13s unseen=12.89% MAGHREB=1.17% LEV=19.14% MSA=60.94% GLF=3.12% EGY=2.73% unseen=12.89% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00000-of-00009.parquet__5ab0b5b7dc__clean.parquet uid=masc_c_only__data__test-00000-of-00009.parquet__5ab0b5b7dc__clean.parquet:video_id=6g3uk6qEiWM
[2026-06-27 14:40:06] progress=0.02% completed=320/1494127 ok=320 skipped=0 errors=0 rate=107.48 rows/s eta=3h51m38s unseen=12.81% MAGHREB=1.25% LEV=22.19% MSA=58.12% GLF=3.44% EGY=2.19% unseen=12.81% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00000-of-00009.parquet__5ab0b5b7dc__clean.parquet uid=masc_c_only__data__test-00000-of-00009.parquet__5ab0b5b7dc__clean.parquet:video_id=3h3WvCumCZQ
[2026-06-27 14:40:07] progress=0.04% completed=576/1494127 ok=576 skipped=0 errors=0 rate=127.29 rows/s eta=3h15m33s unseen=10.76% MAGHREB=1.39% LEV=19.27% MSA=61.98% GLF=4.34% EGY=2.26% unseen=10.76% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00001-of-00009.parquet__2b38af7d8d__clean.parquet uid=masc_c_only__data__test-00001-of-00009.parquet__2b38af7d8d__clean.parquet:video_id=6g3uk6qEiWM
[2026-06-27 14:40:08] progress=0.04% completed=631/1494127 ok=631 skipped=0 errors=0 rate=123.15 rows/s eta=3h22m07s unseen=10.62% MAGHREB=1.43% LEV=19.65% MSA=61.49% GLF=4.60% EGY=2.22% unseen=10.62% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00001-of-00009.parquet__2b38af7d8d__clean.parquet uid=masc_c_only__data__test-00001-of-00009.parquet__2b38af7d8d__clean.parquet:video_id=iQ0vk0AErdo
[2026-06-27 14:40:09] progress=0.06% completed=887/1494127 ok=887 skipped=0 errors=0 rate=134.55 rows/s eta=3h04m58s unseen=10.37% MAGHREB=1.24% LEV=20.97% MSA=61.10% GLF=4.28% EGY=2.03% unseen=10.37% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00002-of-00009.parquet__efb5ed1f66__clean.parquet uid=masc_c_only__data__test-00002-of-00009.parquet__efb5ed1f66__clean.parquet:video_id=u64JlA2eB1s
[2026-06-27 14:40:10] progress=0.06% completed=947/1494127 ok=947 skipped=0 errors=0 rate=135.81 rows/s eta=3h03m14s unseen=10.14% MAGHREB=1.27% LEV=21.01% MSA=61.46% GLF=4.22% EGY=1.90% unseen=10.14% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00002-of-00009.parquet__efb5ed1f66__clean.parquet uid=masc_c_only__data__test-00002-of-00009.parquet__efb5ed1f66__clean.parquet:video_id=HHPfa49pDB0
[2026-06-27 14:40:11] progress=0.08% completed=1203/1494127 ok=1203 skipped=0 errors=0 rate=142.17 rows/s eta=2h55m00s unseen=10.47% MAGHREB=1.50% LEV=20.70% MSA=61.26% GLF=4.24% EGY=1.83% unseen=10.47% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00003-of-00009.parquet__133ba07b54__clean.parquet uid=masc_c_only__data__test-00003-of-00009.parquet__133ba07b54__clean.parquet:video_id=RlMtzKuQY0E
[2026-06-27 14:40:13] progress=0.10% completed=1536/1494127 ok=1536 skipped=0 errors=0 rate=149.71 rows/s eta=2h46m09s unseen=10.55% MAGHREB=1.30% LEV=20.64% MSA=61.59% GLF=4.17% EGY=1.76% unseen=10.55% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00004-of-00009.parquet__1defcdef6f__clean.parquet uid=masc_c_only__data__test-00004-of-00009.parquet__1defcdef6f__clean.parquet:video_id=N7RHvtPsy08
[2026-06-27 14:40:16] progress=0.12% completed=1841/1494127 ok=1841 skipped=0 errors=0 rate=144.44 rows/s eta=2h52m11s unseen=10.65% MAGHREB=1.41% LEV=20.48% MSA=61.43% GLF=4.35% EGY=1.68% unseen=10.65% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00005-of-00009.parquet__37f2aee764__clean.parquet uid=masc_c_only__data__test-00005-of-00009.parquet__37f2aee764__clean.parquet:video_id=oDbhmzcLsEk
[2026-06-27 14:40:17] progress=0.13% completed=1929/1494127 ok=1929 skipped=0 errors=0 rate=138.56 rows/s eta=2h59m29s unseen=10.32% MAGHREB=1.35% LEV=20.58% MSA=61.43% GLF=4.35% EGY=1.97% unseen=10.32% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00005-of-00009.parquet__37f2aee764__clean.parquet uid=masc_c_only__data__test-00005-of-00009.parquet__37f2aee764__clean.parquet:video_id=KdHFkyYFtEg
[2026-06-27 14:40:20] progress=0.15% completed=2185/1494127 ok=2185 skipped=0 errors=0 rate=124.40 rows/s eta=3h19m53s unseen=10.25% MAGHREB=1.28% LEV=21.05% MSA=60.82% GLF=4.58% EGY=2.01% unseen=10.25% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00006-of-00009.parquet__b921a58b89__clean.parquet uid=masc_c_only__data__test-00006-of-00009.parquet__b921a58b89__clean.parquet:video_id=MwHc9zxHwN8
[2026-06-27 14:40:22] progress=0.15% completed=2237/1494127 ok=2237 skipped=0 errors=0 rate=119.33 rows/s eta=3h28m22s unseen=10.15% MAGHREB=1.25% LEV=21.32% MSA=60.75% GLF=4.56% EGY=1.97% unseen=10.15% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00006-of-00009.parquet__b921a58b89__clean.parquet uid=masc_c_only__data__test-00006-of-00009.parquet__b921a58b89__clean.parquet:video_id=JPYvFW_zMqE
[2026-06-27 14:40:25] progress=0.17% completed=2493/1494127 ok=2493 skipped=0 errors=0 rate=110.06 rows/s eta=3h45m52s unseen=10.03% MAGHREB=1.28% LEV=21.26% MSA=60.97% GLF=4.57% EGY=1.89% unseen=10.03% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00007-of-00009.parquet__3e9237e0b5__clean.parquet uid=masc_c_only__data__test-00007-of-00009.parquet__3e9237e0b5__clean.parquet:video_id=OM3-aj6M7Yc
[2026-06-27 14:40:26] progress=0.17% completed=2537/1494127 ok=2537 skipped=0 errors=0 rate=109.64 rows/s eta=3h46m44s unseen=10.17% MAGHREB=1.30% LEV=21.29% MSA=60.78% GLF=4.53% EGY=1.93% unseen=10.17% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00007-of-00009.parquet__3e9237e0b5__clean.parquet uid=masc_c_only__data__test-00007-of-00009.parquet__3e9237e0b5__clean.parquet:video_id=yuU30VUEqgE
[2026-06-27 14:40:28] progress=0.19% completed=2793/1494127 ok=2793 skipped=0 errors=0 rate=109.13 rows/s eta=3h47m45s unseen=10.13% MAGHREB=1.36% LEV=21.09% MSA=61.01% GLF=4.51% EGY=1.90% unseen=10.13% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00008-of-00009.parquet__6627f765f6__clean.parquet uid=masc_c_only__data__test-00008-of-00009.parquet__6627f765f6__clean.parquet:video_id=cyxXQzwwPnQ
[2026-06-27 14:40:29] progress=0.19% completed=2888/1494127 ok=2888 skipped=0 errors=0 rate=110.67 rows/s eta=3h44m34s unseen=10.08% MAGHREB=1.35% LEV=21.19% MSA=60.84% GLF=4.57% EGY=1.97% unseen=10.08% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__test-00008-of-00009.parquet__6627f765f6__clean.parquet uid=masc_c_only__data__test-00008-of-00009.parquet__6627f765f6__clean.parquet:video_id=lryHxLA1ns4
[2026-06-27 14:40:31] progress=0.21% completed=3144/1494127 ok=3144 skipped=0 errors=0 rate=110.81 rows/s eta=3h44m15s unseen=10.11% MAGHREB=1.37% LEV=20.83% MSA=60.94% GLF=4.64% EGY=2.10% unseen=10.11% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet uid=masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet:video_id=SBeToNK70E0
[2026-06-27 14:40:32] progress=0.23% completed=3400/1494127 ok=3400 skipped=0 errors=0 rate=118.13 rows/s eta=3h30m19s unseen=10.09% MAGHREB=1.38% LEV=20.74% MSA=60.94% GLF=4.71% EGY=2.15% unseen=10.09% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet uid=masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet:video_id=b6Qb-37YP7M
[2026-06-27 14:40:32] progress=0.24% completed=3656/1494127 ok=3656 skipped=0 errors=0 rate=125.96 rows/s eta=3h17m12s unseen=9.96% MAGHREB=1.34% LEV=20.51% MSA=61.10% GLF=4.79% EGY=2.30% unseen=9.96% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet uid=masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet:video_id=5b-xt0V6-Kk
[2026-06-27 14:40:32] progress=0.25% completed=3767/1494127 ok=3767 skipped=0 errors=0 rate=129.18 rows/s eta=3h12m17s unseen=10.06% MAGHREB=1.35% LEV=20.52% MSA=61.06% GLF=4.78% EGY=2.23% unseen=10.06% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet uid=masc_c_only__data__train-00000-of-00400.parquet__7bd7ec3e3a__clean.parquet:video_id=Mwg85sY6vlw
[2026-06-27 14:40:34] progress=0.27% completed=4023/1494127 ok=4023 skipped=0 errors=0 rate=129.62 rows/s eta=3h11m35s unseen=10.12% MAGHREB=1.44% LEV=20.33% MSA=61.15% GLF=4.70% EGY=2.26% unseen=10.12% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet uid=masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet:video_id=podKjZKf66g
[2026-06-27 14:40:34] progress=0.29% completed=4279/1494127 ok=4279 skipped=0 errors=0 rate=135.95 rows/s eta=3h02m38s unseen=10.35% MAGHREB=1.52% LEV=20.17% MSA=61.14% GLF=4.63% EGY=2.20% unseen=10.35% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet uid=masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet:video_id=CtBaUH0Zni8
[2026-06-27 14:40:35] progress=0.30% completed=4535/1494127 ok=4535 skipped=0 errors=0 rate=142.26 rows/s eta=2h54m30s unseen=10.30% MAGHREB=1.57% LEV=20.24% MSA=60.97% GLF=4.67% EGY=2.25% unseen=10.30% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet uid=masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet:video_id=PBpkrwpPtfI
[2026-06-27 14:40:35] progress=0.31% completed=4644/1494127 ok=4644 skipped=0 errors=0 rate=145.17 rows/s eta=2h51m00s unseen=10.16% MAGHREB=1.59% LEV=20.22% MSA=61.18% GLF=4.65% EGY=2.20% unseen=10.16% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet uid=masc_c_only__data__train-00001-of-00400.parquet__c03744d204__clean.parquet:video_id=kF_pzCCp1Ag
[2026-06-27 14:40:36] progress=0.33% completed=4900/1494127 ok=4900 skipped=0 errors=0 rate=146.84 rows/s eta=2h49m01s unseen=10.27% MAGHREB=1.63% LEV=20.22% MSA=61.06% GLF=4.61% EGY=2.20% unseen=10.27% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet uid=masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet:video_id=gjUlOuf0QOU
[2026-06-27 14:40:37] progress=0.35% completed=5156/1494127 ok=5156 skipped=0 errors=0 rate=152.26 rows/s eta=2h42m59s unseen=10.38% MAGHREB=1.63% LEV=20.21% MSA=60.90% GLF=4.56% EGY=2.33% unseen=10.38% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet uid=masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet:video_id=3QwdHC1P154
[2026-06-27 14:40:37] progress=0.36% completed=5397/1494127 ok=5397 skipped=0 errors=0 rate=158.55 rows/s eta=2h36m29s unseen=10.38% MAGHREB=1.59% LEV=20.01% MSA=61.11% GLF=4.54% EGY=2.37% unseen=10.38% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet uid=masc_c_only__data__train-00002-of-00400.parquet__f8d01221b9__clean.parquet:video_id=t2FfK-RJbi4
[2026-06-27 14:40:39] progress=0.38% completed=5653/1494127 ok=5653 skipped=0 errors=0 rate=157.01 rows/s eta=2h38m00s unseen=10.44% MAGHREB=1.57% LEV=20.01% MSA=61.12% GLF=4.53% EGY=2.33% unseen=10.44% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet uid=masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet:video_id=eE6d09Ak5xw
[2026-06-27 14:40:39] progress=0.40% completed=5909/1494127 ok=5909 skipped=0 errors=0 rate=162.84 rows/s eta=2h32m19s unseen=10.46% MAGHREB=1.57% LEV=20.14% MSA=60.87% GLF=4.55% EGY=2.40% unseen=10.46% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet uid=masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet:video_id=X1eeqWi40ec
[2026-06-27 14:40:39] progress=0.41% completed=6091/1494127 ok=6091 skipped=0 errors=0 rate=167.26 rows/s eta=2h28m16s unseen=10.61% MAGHREB=1.56% LEV=19.93% MSA=60.91% GLF=4.53% EGY=2.46% unseen=10.61% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet uid=masc_c_only__data__train-00003-of-00400.parquet__92bbe13474__clean.parquet:video_id=t2FfK-RJbi4
[2026-06-27 14:40:42] progress=0.42% completed=6347/1494127 ok=6347 skipped=0 errors=0 rate=162.93 rows/s eta=2h32m11s unseen=10.67% MAGHREB=1.59% LEV=19.74% MSA=60.97% GLF=4.58% EGY=2.44% unseen=10.67% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet uid=masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet:video_id=aQr8AHn0RAs
[2026-06-27 14:40:43] progress=0.44% completed=6603/1494127 ok=6603 skipped=0 errors=0 rate=165.04 rows/s eta=2h30m13s unseen=10.66% MAGHREB=1.59% LEV=19.72% MSA=60.99% GLF=4.53% EGY=2.51% unseen=10.66% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet uid=masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet:video_id=DAYk4OSWCJw
[2026-06-27 14:40:43] progress=0.46% completed=6822/1494127 ok=6822 skipped=0 errors=0 rate=169.68 rows/s eta=2h26m05s unseen=10.76% MAGHREB=1.55% LEV=19.60% MSA=60.98% GLF=4.56% EGY=2.55% unseen=10.76% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet uid=masc_c_only__data__train-00004-of-00400.parquet__2e25b972ac__clean.parquet:video_id=2kskmjjt-Sw
[2026-06-27 14:40:45] progress=0.47% completed=7078/1494127 ok=7078 skipped=0 errors=0 rate=166.23 rows/s eta=2h29m05s unseen=10.71% MAGHREB=1.57% LEV=19.61% MSA=60.99% GLF=4.58% EGY=2.54% unseen=10.71% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet uid=masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet:video_id=nViyps4z-aI
[2026-06-27 14:40:46] progress=0.49% completed=7334/1494127 ok=7334 skipped=0 errors=0 rate=170.45 rows/s eta=2h25m22s unseen=10.72% MAGHREB=1.61% LEV=19.65% MSA=60.81% GLF=4.62% EGY=2.59% unseen=10.72% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet uid=masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet:video_id=xeddhxj0R8s
[2026-06-27 14:40:46] progress=0.51% completed=7590/1494127 ok=7590 skipped=0 errors=0 rate=175.38 rows/s eta=2h21m16s unseen=10.61% MAGHREB=1.58% LEV=19.64% MSA=60.87% GLF=4.69% EGY=2.61% unseen=10.61% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet uid=masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet:video_id=xO0FN_uM0Ow
[2026-06-27 14:40:46] progress=0.51% completed=7635/1494127 ok=7635 skipped=0 errors=0 rate=176.08 rows/s eta=2h20m42s unseen=10.61% MAGHREB=1.58% LEV=19.65% MSA=60.83% GLF=4.72% EGY=2.62% unseen=10.61% file=/home/MohammadNabulsi/whisper/data/masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet uid=masc_c_only__data__train-00005-of-00400.parquet__570389d45a__clean.parquet:video_id=rabccSwGn9s
